county_fips,county_name,state_abbr,year,TMIN,TMAX,PRCP,HTDD,CLDD,VPD,ETO,SRAD,WIND
05001,Arkansas,AR,2005,18.592022273953667,30.25744035032705,522.6335321556847,92.77276761012686,1207.4738664196734,1.242617405196165,967.9978008864425,266.9649368684337,3.314099716535504
05001,Arkansas,AR,2006,18.481563539823146,30.458735862644176,488.27194925067204,54.96782015269668,1177.9350657772252,1.333551745972083,1025.4407579502865,276.4288009416305,3.750284619585488
05001,Arkansas,AR,2007,18.44473533307464,29.666969178233167,528.5192318638337,130.8843203309202,1178.449430859937,1.2139277278648175,948.28353909892,261.66271051393124,3.261939074589746
05001,Arkansas,AR,2008,17.95229673315734,28.988752755282952,771.3608091021085,116.83523677840634,1057.8707402264824,1.0848519356610127,937.2498495639493,265.4833361101703,3.8068526805652647
05001,Arkansas,AR,2009,18.30391730796574,28.379125558198435,969.1569728174574,107.62402700771801,1025.1809278286653,0.962883021440788,905.8371062251854,261.66099747736604,3.7915379583954194
05001,Arkansas,AR,2010,19.922993386853673,31.60718249008697,401.3365109409484,38.018835133956344,1396.6648399355563,1.4942697431861143,1019.5019548860847,254.43409804311923,3.5876534318847506
05001,Arkansas,AR,2011,18.772945732172047,33.65580922095006,724.886762700483,77.65694142537023,1518.0736421594795,1.9614008765022704,1215.3634483389806,277.32998056413044,4.196131931015084
05001,Arkansas,AR,2012,18.698482776407815,32.898179896850515,511.27811084704916,45.10676960637732,1409.8030728728831,1.8310983115556578,1148.2123124908437,275.2613869219609,3.7201841998541036
05001,Arkansas,AR,2013,17.590181927674895,30.975553240750482,552.2835733450975,137.69060401962906,1226.5725043463453,1.4570086028278437,1027.958808897515,266.16496759799435,3.7858577338716475
05001,Arkansas,AR,2014,18.125292286440338,28.267983640856606,668.9668852086684,112.52699350430206,1003.7151028883306,1.252651404209827,983.2909964207428,273.77828339830927,3.764849776336886
05001,Arkansas,AR,2015,19.44425753178971,29.94521821152976,578.0980173601994,52.75946254988447,1216.6017551919642,1.274058137452772,1012.9321969225913,277.5988789680197,3.8278047848508625
05001,Arkansas,AR,2016,19.81741881067476,29.85059687730832,677.8293477089328,51.17206349186297,1240.3614910983272,1.1389181736772007,941.8440260882844,261.6725737227911,3.505289168559477
05001,Arkansas,AR,2017,18.95414187432871,28.860949726029887,896.1061327594153,43.270885466187735,1063.8442210988246,1.0158243506191789,930.0947071750961,266.73676685858726,3.785712209068678
05001,Arkansas,AR,2018,19.384861989338138,29.68493382575648,774.4002662444359,133.03671050891535,1267.7881296825337,1.1202565703154113,944.7377931048984,265.30432161151634,3.444185548845646
05001,Arkansas,AR,2019,19.709416386733075,29.922892901521006,864.1962328061213,66.76528238561255,1252.7054276167364,1.0344274587235995,946.6270805801788,274.0985057992701,3.4885502420809797
05001,Arkansas,AR,2020,18.673843456382443,28.51603187551762,886.8260466081376,97.40756552172117,1061.0862207246341,0.9472436300317705,911.111560419436,272.2552878080966,3.5098240684082693
05001,Arkansas,AR,2021,18.529102895441298,28.964350975615513,749.1456819190012,100.54155050961943,1091.845852775796,0.9808368525378605,907.5399208265964,265.9977837231542,3.538343404788208
05001,Arkansas,AR,2022,19.16885795530478,30.062756133252332,542.4023605784225,86.83849070006866,1236.3153727587714,1.197685094587923,990.2190720081242,272.0287660150997,3.7818763657989005
05001,Arkansas,AR,2023,19.110255665572527,29.962680075433546,595.1584517907522,69.15436753667153,1204.1915199682282,1.1924092420922563,987.270316046384,275.7368374895467,3.4093778943671946
05001,Arkansas,AR,2024,19.703591162907934,29.870391473175893,656.1268191092779,46.98957293819384,1227.6219928218222,1.1249193907677513,957.3247808374359,265.1273702111437,3.6262729310982937
05003,Ashley,AR,2005,18.061414218480227,30.905171243485043,562.1565467830605,91.15072432062301,1216.5100013594622,1.2347399307830502,958.7288386375184,267.14652091706665,3.169338115305029
05003,Ashley,AR,2006,18.091033816894218,31.354567723253318,422.54390094272964,38.84640263207942,1207.7961427855075,1.3264976381458076,1013.7517365797202,273.98491051829876,3.5580345441361754
05003,Ashley,AR,2007,18.10131539968499,30.210229724412446,635.3187770740959,114.63805445519958,1180.388660748073,1.145232087723592,912.123425651415,255.7955191370635,3.043905598503996
05003,Ashley,AR,2008,17.8588941840586,29.69608886984638,1035.810890071542,99.60104928133065,1096.5045071866914,1.0917315055004826,930.5256474344545,262.59534771046236,3.6969557965321416
05003,Ashley,AR,2009,18.047436476270956,29.475783424070077,899.9541718706998,90.84990316490533,1084.8629140959476,0.9992864553816212,924.1176084633219,266.7580223771689,3.6507271545119564
05003,Ashley,AR,2010,19.226405583089097,32.16526064473791,502.150104201816,39.056029905171485,1385.0976566374309,1.4751978519048266,1005.0384063598661,254.67474720789835,3.3973269117974376
05003,Ashley,AR,2011,18.029106117828906,35.332966770086635,509.74738773083357,58.39673423921789,1583.7453670395375,2.162410739489963,1285.315669882071,281.14974820890654,4.247706465994841
05003,Ashley,AR,2012,17.97216969403083,33.432904045895555,600.5901054287957,38.7367281779161,1385.9984385112182,1.7313096208051708,1112.201742969384,272.3813854884318,3.5574133637397
05003,Ashley,AR,2013,17.175288517219858,32.44489570060476,545.3605400670731,124.83188272330437,1309.668646545348,1.6012475321454431,1067.44083372613,267.88720207428383,3.6975905106352682
05003,Ashley,AR,2014,17.384898928166333,28.93077308614514,763.3923658725271,112.09236802339355,996.2185213257492,1.2207388306389502,972.7247552273276,272.94711735856697,3.685027379438081
05003,Ashley,AR,2015,18.598970697909458,30.6125268633664,525.2598231178276,51.62343375201414,1199.269711828124,1.1965080705448423,985.3386498942139,276.627146463143,3.643530436440895
05003,Ashley,AR,2016,19.935632072237038,30.797032395273657,767.7696634843682,38.181042118919855,1324.2535086623989,1.1232155784302142,918.2578997159266,261.1489553887008,3.2057922614870975
05003,Ashley,AR,2017,18.793942070816875,29.482888529577725,870.6246109234346,38.82901869449903,1101.420603330417,0.9901008497938083,906.5346745356608,259.86528876464735,3.590616132933156
05003,Ashley,AR,2018,19.033082873650006,30.59994931911613,706.338777047386,113.06312659970273,1299.06905614143,1.1610115833075636,943.3307520906241,263.1363464954755,3.2974084872442124
05003,Ashley,AR,2019,19.360262458479635,30.836977207386667,1019.6454463368289,66.4391493947532,1303.7879589885924,1.1031954411499243,946.6654452421151,272.60202327986747,3.3052914455989613
05003,Ashley,AR,2020,18.723615919893586,29.667505444620417,802.9365081921702,68.61622468990284,1141.6082688606832,1.0557257117127152,953.9115547330694,274.9259956152417,3.539473941612202
05003,Ashley,AR,2021,18.42805616302277,29.59080116066699,762.5655650087888,87.60296434042647,1126.7189807962025,0.9616962600382019,894.2785036747811,263.18914501665984,3.3411943532188833
05003,Ashley,AR,2022,19.25906756191273,31.13000070675511,798.9047305159222,66.98550046384837,1321.7907129126227,1.218274927666643,1007.3282786529971,275.92981680786494,3.644971634346603
05003,Ashley,AR,2023,19.25213236770755,30.750979385524726,768.0329494356477,54.41456021068061,1274.097729754822,1.1934703741471824,984.2721411328605,275.35562117851947,3.2539177567525615
05003,Ashley,AR,2024,19.773760601049933,30.738640996655175,805.3375914674331,36.414573969274656,1302.4431193604385,1.1178711913066224,957.7578287822338,266.91207410263297,3.4716937010124616
05005,Baxter,AR,2005,15.219643176111916,29.243411944496607,495.6985489350869,192.18656873425965,907.7245847096425,1.2654391549609991,924.7234826728527,259.9995485375612,3.1085052902436034
05005,Baxter,AR,2006,15.35799805536081,28.69667591165322,626.3415979602522,153.7810322610448,832.1563632593279,1.1964444060208348,927.3561563156137,259.59812961228795,3.4390732108777096
05005,Baxter,AR,2007,15.548090760383905,28.6273212731779,473.0491708559102,208.8883916410002,898.2508866951296,1.1912757396705906,905.3786654573602,254.90357004330428,3.2033093752698476
05005,Baxter,AR,2008,14.937945525550205,26.76346830057402,848.165548637362,238.89381447465018,703.1224726519637,0.8964031091461715,836.6846327047324,255.09384525993786,3.5155775168140746
05005,Baxter,AR,2009,14.887396361986793,26.39745525660737,821.2774455259321,220.66539169362625,646.9868889857032,0.8877026518874385,800.6074535244746,237.24678823685102,3.2896307461165755
05005,Baxter,AR,2010,16.610164691682904,29.400626448812265,665.2158449822014,121.51620284718562,977.8981966322531,1.220520590144483,930.308122091401,253.70765965746705,3.386293000026553
05005,Baxter,AR,2011,15.478276121787626,31.024180064439385,844.5849454069153,188.07682430625943,1089.2003372529205,1.5094944379874826,1032.5739088099103,260.6362833814839,3.7969425520731828
05005,Baxter,AR,2012,15.833448516960322,32.371765731926125,344.1503268794981,94.03280930673961,1150.1073059554083,1.9572941912542454,1137.2513627529838,267.8176619780953,3.597729573719389
05005,Baxter,AR,2013,14.3884302966007,29.96245040133634,575.6930886624159,223.8548321560951,929.1849756683721,1.4740951205982284,987.0742018131866,250.83852696243875,3.6407397359559157
05005,Baxter,AR,2014,14.95303780185734,27.161527925163092,578.6690827665924,207.99271481577307,709.8181959746388,1.2607197269053974,932.577757023929,254.8725712428095,3.723826960605092
05005,Baxter,AR,2015,15.883848824229675,27.661569144188782,753.7838104367275,154.740380907183,786.7734160332712,1.014464516411649,875.9705205398435,258.10631840965516,3.37044488398101
05005,Baxter,AR,2016,16.0897010936126,28.001898724767535,737.9687183361377,157.25059095579667,838.9861744283977,1.0130982174922887,862.3695284087473,250.52640839620742,3.190798340200162
05005,Baxter,AR,2017,15.095720921666263,27.525513178427737,799.509618299372,141.17816804670971,689.1104711552703,1.0584568470669984,881.6289886423497,257.3179936066985,3.431794349163392
05005,Baxter,AR,2018,16.062680662975207,28.459792287567314,584.371190411016,232.9142624019365,953.8593009013125,1.1964226280556027,915.8301268226674,249.9487016969,3.4627393544375056
05005,Baxter,AR,2019,16.202746462579466,28.21807686404908,825.3009158390563,140.71822658347423,852.4131493066798,0.9841219931875512,872.4090115967398,258.23078574831675,3.3252797672310086
05005,Baxter,AR,2020,14.923941557116343,27.251219249246965,776.0193034819976,242.01683293403653,749.3564663131034,0.9628632280471974,850.798548417097,254.87655281336066,3.252149339621016
05005,Baxter,AR,2021,15.423583301868177,27.866718678988583,668.5719474968172,227.55734399617359,836.3748242541456,1.0646517134641784,873.338169146357,252.7205756625295,3.247825268155378
05005,Baxter,AR,2022,15.976885683413956,28.89716845101818,609.6540013663437,200.52882123744067,953.4677474707729,1.2586900932812828,949.9492612533483,263.492217939585,3.4839392571235783
05005,Baxter,AR,2023,15.979451587456818,28.699093986735715,612.0224903868673,143.4966374824047,878.6442847339346,1.227672168904578,939.8364599748929,265.6793340100377,3.203978290511648
05005,Baxter,AR,2024,16.668928742000187,28.87074425207359,637.8757275475438,90.93544158707583,904.4456840477969,1.2086641125193298,932.0789057804807,258.66073625820263,3.420785502942093
05007,Benton,AR,2005,15.546640618444563,28.64870092770777,503.40062992826773,194.78645758750494,885.9625382873722,1.1848227764333852,940.0822254014678,261.21276288165166,3.558738159685998
05007,Benton,AR,2006,15.973871275432565,28.895636824308593,665.0814728903389,137.8779496819021,890.4031867583547,1.3174366530440504,993.3627817877899,257.72959750851265,3.9848887457437097
05007,Benton,AR,2007,15.948325916354369,27.52272042596902,636.6570427295387,209.23156265400218,834.4967798054385,0.9885687970641437,863.2156483559917,246.82711230852743,3.626804217444878
05007,Benton,AR,2008,15.181631874132744,26.526830778583474,957.186153280829,246.26169743202234,711.1317988292078,0.8607844616364175,837.0169933158253,251.16124844784778,3.9952648175262735
05007,Benton,AR,2009,15.009297550272539,26.452382670761285,705.3021327662947,219.1981113378923,661.6110114519771,0.9250764501884279,839.3895468547433,239.74980126892495,3.8194321098811845
05007,Benton,AR,2010,17.305065439809653,28.956291839689953,671.8130383667497,131.39211829906645,1010.575630733539,1.205663327410258,972.7415140408474,255.4500234682197,4.130319029237524
05007,Benton,AR,2011,16.208690386732027,31.124917879720286,891.4681738449326,194.10546867879168,1170.8638209259539,1.6904973210430567,1120.9311079366446,260.24242716269254,4.53817219664719
05007,Benton,AR,2012,16.490662058428676,32.06628670749476,350.46167347897944,85.75640987896364,1173.8387475780007,1.9453081253901232,1182.2552742339788,264.9902100404313,4.156907071283057
05007,Benton,AR,2013,14.698700454541983,29.272557579347595,784.3008350445775,246.3224623335607,917.1069434175187,1.4038425338926168,995.0170649174454,253.84877752544085,4.005208439505917
05007,Benton,AR,2014,15.37483991374131,27.011990727023328,550.5484651013056,217.27402233287094,743.8756106424606,1.2699622519232057,972.8826040634864,251.1885603787252,4.304605672838409
05007,Benton,AR,2015,16.56058732365747,27.514753843717973,818.7471301103582,147.2234541428581,827.4795003740326,0.9740436488442596,881.7508994269475,252.8463125694561,3.9028578923080164
05007,Benton,AR,2016,16.692143158361667,28.400257505829593,659.1014592471871,149.72095309198892,922.5294135333993,1.0732547830877455,910.012269111488,256.3111139508854,3.8021206797563987
05007,Benton,AR,2017,15.688230817198034,27.672652961067136,977.9927857304705,147.0400251328753,762.2804489550108,1.0447614904192115,906.7834866955083,257.51833644033275,3.829076790183321
05007,Benton,AR,2018,16.63655668724268,28.427316663463703,550.3132692587756,229.2461295043399,999.4586044186278,1.199218681569131,936.6290733319499,250.65342857882956,3.8692053947701357
05007,Benton,AR,2019,16.938833859433004,27.95501092105919,1032.0140150287518,135.91194154543086,890.6518165702289,0.922064824797723,877.939417575798,256.45832441216265,3.8224072962933553
05007,Benton,AR,2020,15.496391996007876,27.237414139549465,624.9976821243384,233.73994337244326,791.9163017081685,0.9430862640413493,863.6344855843789,254.10944714544104,3.6236972415368274
05007,Benton,AR,2021,16.08099850631025,27.71350382081294,695.9526090100716,223.6653770397593,878.3650888079766,1.073002386977341,900.6665345011196,250.4205269530172,3.7463227263823247
05007,Benton,AR,2022,16.59741663635634,29.06244746138305,785.7134877212586,197.624730568184,1022.0723634624754,1.3246480805089669,997.9933535021324,263.34681219307276,4.031102082218819
05007,Benton,AR,2023,15.996816640252847,28.801971191405535,684.5668187358048,151.52562624455052,897.6153189254724,1.264399903286372,961.6303380276438,262.274713301164,3.49846657584045
05007,Benton,AR,2024,16.85958042299218,29.30988520085607,569.4897532026724,87.85016025716621,958.6715320273615,1.3343913926404565,1001.2827021351503,260.2312887620399,3.9513436565230737
05009,Boone,AR,2005,15.212163744054942,28.403143350057874,482.7189262934491,207.05485304302002,845.4477986072919,1.1983357409070945,905.6647864135448,259.35351326434966,3.080574707803275
