county_fips,county_name,state_abbr,clay_mean,silt_mean,sand_mean,ph_mean,soc_mean,bdod_mean
48047,Brooks,TX,13.606120350993134,11.6289973198223,74.76495575871057,6.910340713000697,16.09099754011088,1.5513654220362008
48075,Childress,TX,27.696534073388836,39.76989207523898,32.533806660499536,7.451526364477336,15.213842121492444,1.5074414122725872
48499,Wood,TX,19.650089684036242,32.146405739778324,48.20345858437198,5.527381226141747,36.071411488755004,1.412833325668031
48111,Dallam,TX,25.06993490021089,33.277922613771814,41.65248021027538,7.397697056756013,18.297392952107337,1.5110947767352303
48337,Montague,TX,27.31679225555235,38.130925511970005,34.55204607730026,6.7082167580040375,33.56856612344967,1.5332356864724546
48231,Hunt,TX,29.132691814685955,45.845808459989016,25.021547335652812,6.138271378868339,31.974425929316975,1.49457700054935
48243,Jeff Davis,TX,23.708487617924526,32.71984375,43.57182783018868,7.541323702830189,18.736615566037734,1.3856751179245281
48335,Mitchell,TX,30.169332160306663,40.74446923161516,29.085977094559563,7.733951267025906,19.458477997894835,1.5308902958226636
48049,Brown,TX,32.95621873957986,38.99134822718684,28.05232410803601,7.072490830276759,30.99960208958542,1.558162276314327
48373,Polk,TX,13.448126621691747,32.12225998962117,54.429540736896726,5.095332122470161,34.54501556824079,1.3976094966268813
48207,Haskell,TX,29.690341480004328,42.01917172935121,28.290177619069702,7.324739909412729,18.182916724636335,1.5380100171590223
48081,Coke,TX,30.828103308110816,38.19955443687074,30.972622099931208,7.554350884872742,31.04233787755613,1.4993208679882435
48151,Fisher,TX,31.45861263991095,38.91881145260034,29.62267330406283,7.536698410735267,22.694765320635703,1.5168578010017932
48503,Young,TX,29.00989442168295,39.5254695871415,31.464286164513076,6.925206429246769,24.156240151276396,1.5686821619918059
48095,Concho,TX,34.86936818683869,40.897310752189014,24.233609194666325,7.450548254390037,28.112268092394874,1.5186587376542715
48101,Cottle,TX,28.559695944256447,40.13573655170114,31.30487255996933,7.535866575538849,19.019188517894946,1.5112072213239094
